"severity","category","check_id","status","file_scope","location","finding","evidence","recommendation"
"P0","statistics","candidaterationale_literal_zero_pvalues","FAIL","workbook","Candidate rationale","8 p-value(s) are displayed as literal zero.","A literal zero is normally a numerical underflow or upstream rounding result, not an exact probability.","Add pvalue_underflow, a display lower bound, and a documented cap for the candidate-score statistical component."
"P0","statistics","rawnodemetrics_literal_zero_pvalues","FAIL","workbook","Raw node metrics","8 p-value(s) are displayed as literal zero.","A literal zero is normally a numerical underflow or upstream rounding result, not an exact probability.","Add pvalue_underflow, a display lower bound, and a documented cap for the candidate-score statistical component."
"P0","xlsx_integrity","analytical_workbook_missing_relationship_targets","FAIL","analytical_workbook","CancerPPIr_Analytical_Report.xlsx","The workbook contains 22 internal OOXML relationship target(s) that do not exist.","xl/worksheets/_rels/sheet1.xml.rels -> ../drawings/drawing1.xml; xl/worksheets/_rels/sheet1.xml.rels -> ../drawings/vmlDrawing1.vml; xl/worksheets/_rels/sheet10.xml.rels -> ../drawings/drawing10.xml; xl/worksheets/_rels/sheet10.xml.rels -> ../drawings/vmlDrawing10.vml; xl/worksheets/_rels/sheet11.xml.rels -> ../drawings/drawing11.xml; xl/worksheets/_rels/sheet11.xml.rels -> ../drawings/vmlDrawing11.vml; xl/worksheets/_rels/sheet2.xml.rels -> ../drawings/drawing2.xml; xl/worksheets/_rels/sheet...","Regenerate worksheets without orphan drawing/VML relationships and add a package-integrity test."
"P0","xlsx_integrity","technical_workbook_missing_relationship_targets","FAIL","technical_workbook","CancerPPIr_Technical_Report.xlsx","The workbook contains 32 internal OOXML relationship target(s) that do not exist.","xl/worksheets/_rels/sheet1.xml.rels -> ../drawings/drawing1.xml; xl/worksheets/_rels/sheet1.xml.rels -> ../drawings/vmlDrawing1.vml; xl/worksheets/_rels/sheet10.xml.rels -> ../drawings/drawing10.xml; xl/worksheets/_rels/sheet10.xml.rels -> ../drawings/vmlDrawing10.vml; xl/worksheets/_rels/sheet11.xml.rels -> ../drawings/drawing11.xml; xl/worksheets/_rels/sheet11.xml.rels -> ../drawings/vmlDrawing11.vml; xl/worksheets/_rels/sheet12.xml.rels -> ../drawings/drawing12.xml; xl/worksheets/_rels/she...","Regenerate worksheets without orphan drawing/VML relationships and add a package-integrity test."
"P1","duplication","duplicate_1","FAIL","cross_workbook","Analytical: All modules vs Technical: Raw all modules","The compared tables contain exact or near-exact duplicated information.","Common-column cell identity: 100%; common columns: 48.","Keep each analytical entity once and separate user-facing summaries from raw technical tables."
"P1","duplication","duplicate_2","FAIL","cross_workbook","Analytical: Candidate rationale vs Technical: Raw node metrics","The compared tables contain exact or near-exact duplicated information.","Common-column cell identity: 100%; common columns: 31.","Keep each analytical entity once and separate user-facing summaries from raw technical tables."
"P1","duplication","duplicate_3","FAIL","cross_workbook","Analytical: Top candidates vs Analytical: Candidate rationale","The compared tables contain exact or near-exact duplicated information.","Common-column cell identity: 100%; common columns: 27.","Keep each analytical entity once and separate user-facing summaries from raw technical tables."
"P1","duplication","duplicate_4","FAIL","cross_workbook","Technical: Raw major modules vs Technical: Raw all modules","The compared tables contain exact or near-exact duplicated information.","Common-column cell identity: 100%; common columns: 48.","Keep each analytical entity once and separate user-facing summaries from raw technical tables."
"P1","duplication","overlapping_top_rank_lists","FAIL","analytical_workbook","Top candidates; Top degree; Top betweenness; Top stress","Separate top-degree, top-betweenness, top-stress and candidate sheets substantially overlap.","47 unique genes across 4 lists; 17 genes occur in every list.","Replace the separate sheets with one candidate-priority table containing explicit score components and topology roles."
"P1","graphml_architecture","graphml_attribute_overload","FAIL","graphml","Network_for_Cytoscape.graphml","The GraphML node schema is overloaded and repeats long module-level text across nodes.","48 node attributes; 6 repeated long-text attribute(s).","Keep visualization-relevant node attributes only and move detailed module rationale to one module-level technical table."
"P1","mapping_architecture","overlapping_mapping_audit_sheets","FAIL","technical_workbook","Alias corrections; Unmapped genes; HGNC normalization","Mapping and normalization evidence is split across overlapping sheets.","231 alias rows; 231 unmapped rows; 400 normalization rows.","Replace the overlapping sheets with one row-per-input Mapping audit table containing status, reason, entity class and warning."
"P1","string_link","string_link_count","FAIL","string_link_file","STRING_links.txt","The STRING-link file contains 2 URL(s); exactly one canonical URL is required.","https://string-db.org/cgi/network?identifiers=9606.ENSP00000479675%0d9606.ENSP00000479119%0d9606.ENSP00000363770%0d9606.ENSP00000479745%0d9606.ENSP00000474135%0d9606.ENSP00000480035%0d9606.ENSP00000308815%0d9606.ENSP00000229030%0d9606.ENSP00000363773%0d9606.ENSP00000343619%0d9606.ENSP00000216341%0d9606.ENSP00000242159%0d9606.ENSP00000313967%0d9606.ENSP00000375622%0d9606.ENSP00000322408%0d9606.ENSP00000483567%0d9606.ENSP00000440066%0d9606.ENSP00000478289%0d9606.ENSP00000354722%0d9606.ENSP00000375616%0d9606.ENSP00000383933%0d9606.ENSP00000259607%0d9606.ENSP00000475344%0d9606.ENSP00000403304%0...","Output one tested canonical STRING URL plus explicit run metadata and a GraphML note."
"P1","mapping","low_mapping_coverage","WARN","technical_workbook","Mapping summary","Mapping coverage is below 70%.","231/400 (57.8%).","Report mapping limitations prominently and classify unmapped identifiers by reason and entity class."
"INFO","graphml_integrity","graphml_readback","PASS","graphml","Network_for_Cytoscape.graphml","The GraphML file was read successfully by igraph.","169 nodes; 630 edges.","Keep read-back validation in the permanent test suite."
